Vbs,	Vgs,	Vds,	Ids
-3.00000000,0.20000000,0.20000000,-0.00000000
-3.00000000,0.20000000,0.30000000,0.00000001
-3.00000000,0.20000000,0.40000000,0.00000002
-3.00000000,0.20000000,0.50000000,0.00000005
-3.00000000,0.20000000,0.60000000,0.00000001
-3.00000000,0.20000000,0.70000000,0.00000005
-3.00000000,0.20000000,0.80000000,-0.00000001
-3.00000000,0.20000000,0.90000000,0.00000005
-3.00000000,0.20000000,1.00000000,0.00000000
-3.00000000,0.20000000,1.10000000,-0.00000002
-3.00000000,0.20000000,1.20000000,-0.00000004
-3.00000000,0.20000000,1.30000000,-0.00000001
-3.00000000,0.20000000,1.40000000,0.00000001
-3.00000000,0.20000000,1.50000000,0.00000003
-3.00000000,0.20000000,1.60000000,0.00000002
-3.00000000,0.20000000,1.70000000,0.00000003
-3.00000000,0.20000000,1.80000000,-0.00000002
-3.00000000,0.20000000,1.90000000,-0.00000001
-3.00000000,0.20000000,2.00000000,-0.00000003
-3.00000000,0.20000000,2.10000000,-0.00000001
-3.00000000,0.20000000,2.20000000,0.00000003
-3.00000000,0.20000000,2.30000000,-0.00000000
-3.00000000,0.20000000,2.40000000,0.00000005
-3.00000000,0.20000000,2.50000000,0.00000001
-3.00000000,0.20000000,2.60000000,0.00000006
-3.00000000,0.20000000,2.70000000,-0.00000001
-3.00000000,0.20000000,2.80000000,0.00000001
-3.00000000,0.20000000,2.90000000,0.00000001
-3.00000000,0.20000000,3.00000000,0.00000000
-3.00000000,0.20000000,3.10000000,0.00000001
-3.00000000,0.20000000,3.20000000,0.00000001
-3.00000000,0.20000000,3.30000000,0.00000002
-3.00000000,0.20000000,3.40000000,-0.00000000
-3.00000000,0.20000000,3.50000000,0.00000006
-3.00000000,0.20000000,3.60000000,0.00000002
-3.00000000,0.20000000,3.70000000,0.00000007
-3.00000000,0.20000000,3.80000000,0.00000005
-3.00000000,0.20000000,3.90000000,0.00000005
-3.00000000,0.20000000,4.00000000,0.00000004
-3.00000000,0.20000000,4.10000000,0.00000004
-3.00000000,0.20000000,4.20000000,0.00000001
-3.00000000,0.20000000,4.30000000,-0.00000003
-3.00000000,0.20000000,4.40000000,0.00000004
-3.00000000,0.20000000,4.50000000,0.00000003
-3.00000000,0.20000000,4.60000000,-0.00000000
-3.00000000,0.20000000,4.70000000,0.00000001
-3.00000000,0.20000000,4.80000000,0.00000003
-3.00000000,0.20000000,4.90000000,0.00000002
-3.00000000,0.20000000,5.00000000,0.00000004
-3.00000000,0.30000000,0.00000000,0.00000003
-3.00000000,0.30000000,0.10000000,0.00000006
-3.00000000,0.30000000,0.20000000,0.00000002
-3.00000000,0.30000000,0.30000000,0.00000001
-3.00000000,0.30000000,0.40000000,0.00000001
-3.00000000,0.30000000,0.50000000,-0.00000001
-3.00000000,0.30000000,0.60000000,0.00000007
-3.00000000,0.30000000,0.70000000,0.00000001
-3.00000000,0.30000000,0.80000000,0.00000006
-3.00000000,0.30000000,0.90000000,-0.00000001
-3.00000000,0.30000000,1.00000000,-0.00000004
-3.00000000,0.30000000,1.10000000,0.00000006
-3.00000000,0.30000000,1.20000000,0.00000002
-3.00000000,0.30000000,1.30000000,-0.00000002
-3.00000000,0.30000000,1.40000000,0.00000002
-3.00000000,0.30000000,1.50000000,-0.00000003
-3.00000000,0.30000000,1.60000000,0.00000004
-3.00000000,0.30000000,1.70000000,0.00000004
-3.00000000,0.30000000,1.80000000,-0.00000000
-3.00000000,0.30000000,1.90000000,-0.00000001
-3.00000000,0.30000000,2.00000000,0.00000007
-3.00000000,0.30000000,2.10000000,-0.00000001
-3.00000000,0.30000000,2.20000000,0.00000005
-3.00000000,0.30000000,2.30000000,-0.00000004
-3.00000000,0.30000000,2.40000000,-0.00000002
-3.00000000,0.30000000,2.50000000,0.00000002
-3.00000000,0.30000000,2.60000000,0.00000008
-3.00000000,0.30000000,2.70000000,0.00000001
-3.00000000,0.30000000,2.80000000,-0.00000000
-3.00000000,0.30000000,2.90000000,0.00000005
-3.00000000,0.30000000,3.00000000,0.00000003
-3.00000000,0.30000000,3.10000000,0.00000001
-3.00000000,0.30000000,3.20000000,0.00000003
-3.00000000,0.30000000,3.30000000,-0.00000001
-3.00000000,0.30000000,3.40000000,0.00000006
-3.00000000,0.30000000,3.50000000,0.00000009
-3.00000000,0.30000000,3.60000000,0.00000000
-3.00000000,0.30000000,3.70000000,-0.00000002
-3.00000000,0.30000000,3.80000000,-0.00000001
-3.00000000,0.30000000,3.90000000,0.00000002
-3.00000000,0.30000000,4.00000000,0.00000007
-3.00000000,0.30000000,4.10000000,0.00000000
-3.00000000,0.30000000,4.20000000,0.00000010
-3.00000000,0.30000000,4.30000000,-0.00000000
-3.00000000,0.30000000,4.40000000,0.00000003
-3.00000000,0.30000000,4.50000000,0.00000002
-3.00000000,0.30000000,4.60000000,-0.00000003
-3.00000000,0.30000000,4.70000000,0.00000004
-3.00000000,0.30000000,4.80000000,0.00000004
-3.00000000,0.30000000,4.90000000,0.00000000
-3.00000000,0.30000000,5.00000000,0.00000002
-3.00000000,0.40000000,0.00000000,0.00000001
-3.00000000,0.40000000,0.10000000,-0.00000004
-3.00000000,0.40000000,0.20000000,0.00000003
-3.00000000,0.40000000,0.30000000,0.00000002
-3.00000000,0.40000000,0.40000000,0.00000001
-3.00000000,0.40000000,0.50000000,-0.00000002
-3.00000000,0.40000000,0.60000000,0.00000000
-3.00000000,0.40000000,0.70000000,-0.00000007
-3.00000000,0.40000000,0.80000000,0.00000000
-3.00000000,0.40000000,0.90000000,0.00000003
-3.00000000,0.40000000,1.00000000,0.00000004
-3.00000000,0.40000000,1.10000000,0.00000004
-3.00000000,0.40000000,1.20000000,0.00000003
-3.00000000,0.40000000,1.30000000,0.00000006
-3.00000000,0.40000000,1.40000000,0.00000002
-3.00000000,0.40000000,1.50000000,-0.00000002
-3.00000000,0.40000000,1.60000000,0.00000003
-3.00000000,0.40000000,1.70000000,0.00000002
-3.00000000,0.40000000,1.80000000,-0.00000002
-3.00000000,0.40000000,1.90000000,0.00000003
-3.00000000,0.40000000,2.00000000,0.00000003
-3.00000000,0.40000000,2.10000000,-0.00000005
-3.00000000,0.40000000,2.20000000,-0.00000001
-3.00000000,0.40000000,2.30000000,0.00000001
-3.00000000,0.40000000,2.40000000,0.00000004
-3.00000000,0.40000000,2.50000000,-0.00000004
-3.00000000,0.40000000,2.60000000,0.00000004
-3.00000000,0.40000000,2.70000000,0.00000004
-3.00000000,0.40000000,2.80000000,0.00000003
-3.00000000,0.40000000,2.90000000,0.00000006
-3.00000000,0.40000000,3.00000000,-0.00000001
-3.00000000,0.40000000,3.10000000,0.00000006
-3.00000000,0.40000000,3.20000000,0.00000009
-3.00000000,0.40000000,3.30000000,0.00000002
-3.00000000,0.40000000,3.40000000,0.00000001
-3.00000000,0.40000000,3.50000000,0.00000007
-3.00000000,0.40000000,3.60000000,-0.00000001
-3.00000000,0.40000000,3.70000000,-0.00000002
-3.00000000,0.40000000,3.80000000,-0.00000002
-3.00000000,0.40000000,3.90000000,-0.00000001
-3.00000000,0.40000000,4.00000000,0.00000002
-3.00000000,0.40000000,4.10000000,0.00000003
-3.00000000,0.40000000,4.20000000,0.00000007
-3.00000000,0.40000000,4.30000000,-0.00000002
-3.00000000,0.40000000,4.40000000,0.00000007
-3.00000000,0.40000000,4.50000000,0.00000001
-3.00000000,0.40000000,4.60000000,0.00000001
-3.00000000,0.40000000,4.70000000,0.00000000
-3.00000000,0.40000000,4.80000000,0.00000003
-3.00000000,0.40000000,4.90000000,0.00000004
-3.00000000,0.40000000,5.00000000,0.00000004
-3.00000000,0.50000000,0.00000000,-0.00000000
-3.00000000,0.50000000,0.10000000,-0.00000001
-3.00000000,0.50000000,0.20000000,0.00000005
-3.00000000,0.50000000,0.30000000,0.00000005
-3.00000000,0.50000000,0.40000000,0.00000004
-3.00000000,0.50000000,0.50000000,0.00000001
-3.00000000,0.50000000,0.60000000,-0.00000002
-3.00000000,0.50000000,0.70000000,0.00000001
-3.00000000,0.50000000,0.80000000,-0.00000004
-3.00000000,0.50000000,0.90000000,0.00000004
-3.00000000,0.50000000,1.00000000,-0.00000003
-3.00000000,0.50000000,1.10000000,0.00000000
-3.00000000,0.50000000,1.20000000,0.00000004
-3.00000000,0.50000000,1.30000000,-0.00000001
-3.00000000,0.50000000,1.40000000,-0.00000002
-3.00000000,0.50000000,1.50000000,0.00000003
-3.00000000,0.50000000,1.60000000,0.00000002
-3.00000000,0.50000000,1.70000000,0.00000002
-3.00000000,0.50000000,1.80000000,0.00000003
-3.00000000,0.50000000,1.90000000,0.00000002
-3.00000000,0.50000000,2.00000000,-0.00000000
-3.00000000,0.50000000,2.10000000,0.00000006
-3.00000000,0.50000000,2.20000000,0.00000002
-3.00000000,0.50000000,2.30000000,0.00000004
-3.00000000,0.50000000,2.40000000,0.00000004
-3.00000000,0.50000000,2.50000000,0.00000012
-3.00000000,0.50000000,2.60000000,-0.00000006
-3.00000000,0.50000000,2.70000000,0.00000005
-3.00000000,0.50000000,2.80000000,-0.00000001
-3.00000000,0.50000000,2.90000000,0.00000004
-3.00000000,0.50000000,3.00000000,-0.00000001
-3.00000000,0.50000000,3.10000000,0.00000001
-3.00000000,0.50000000,3.20000000,-0.00000000
-3.00000000,0.50000000,3.30000000,-0.00000002
-3.00000000,0.50000000,3.40000000,0.00000002
-3.00000000,0.50000000,3.50000000,0.00000003
-3.00000000,0.50000000,3.60000000,0.00000003
-3.00000000,0.50000000,3.70000000,0.00000004
-3.00000000,0.50000000,3.80000000,0.00000005
-3.00000000,0.50000000,3.90000000,0.00000001
-3.00000000,0.50000000,4.00000000,0.00000000
-3.00000000,0.50000000,4.10000000,-0.00000004
-3.00000000,0.50000000,4.20000000,0.00000006
-3.00000000,0.50000000,4.30000000,0.00000001
-3.00000000,0.50000000,4.40000000,0.00000001
-3.00000000,0.50000000,4.50000000,0.00000003
-3.00000000,0.50000000,4.60000000,0.00000000
-3.00000000,0.50000000,4.70000000,0.00000003
-3.00000000,0.50000000,4.80000000,-0.00000002
-3.00000000,0.50000000,4.90000000,0.00000001
-3.00000000,0.50000000,5.00000000,0.00000000
-3.00000000,0.60000000,0.00000000,0.00000000
-3.00000000,0.60000000,0.10000000,-0.00000000
-3.00000000,0.60000000,0.20000000,0.00000006
-3.00000000,0.60000000,0.30000000,0.00000002
-3.00000000,0.60000000,0.40000000,0.00000003
-3.00000000,0.60000000,0.50000000,0.00000004
-3.00000000,0.60000000,0.60000000,0.00000003
-3.00000000,0.60000000,0.70000000,-0.00000001
-3.00000000,0.60000000,0.80000000,-0.00000001
-3.00000000,0.60000000,0.90000000,0.00000001
-3.00000000,0.60000000,1.00000000,-0.00000004
-3.00000000,0.60000000,1.10000000,0.00000001
-3.00000000,0.60000000,1.20000000,0.00000004
-3.00000000,0.60000000,1.30000000,0.00000001
-3.00000000,0.60000000,1.40000000,0.00000003
-3.00000000,0.60000000,1.50000000,0.00000000
-3.00000000,0.60000000,1.60000000,0.00000002
-3.00000000,0.60000000,1.70000000,0.00000003
-3.00000000,0.60000000,1.80000000,0.00000005
-3.00000000,0.60000000,1.90000000,-0.00000001
-3.00000000,0.60000000,2.00000000,0.00000001
-3.00000000,0.60000000,2.10000000,0.00000004
-3.00000000,0.60000000,2.20000000,0.00000003
-3.00000000,0.60000000,2.30000000,-0.00000000
-3.00000000,0.60000000,2.40000000,0.00000006
-3.00000000,0.60000000,2.50000000,0.00000003
-3.00000000,0.60000000,2.60000000,0.00000005
-3.00000000,0.60000000,2.70000000,0.00000002
-3.00000000,0.60000000,2.80000000,0.00000004
-3.00000000,0.60000000,2.90000000,-0.00000003
-3.00000000,0.60000000,3.00000000,0.00000004
-3.00000000,0.60000000,3.10000000,0.00000000
-3.00000000,0.60000000,3.20000000,0.00000000
-3.00000000,0.60000000,3.30000000,0.00000001
-3.00000000,0.60000000,3.40000000,0.00000000
-3.00000000,0.60000000,3.50000000,0.00000002
-3.00000000,0.60000000,3.60000000,0.00000003
-3.00000000,0.60000000,3.70000000,-0.00000001
-3.00000000,0.60000000,3.80000000,0.00000006
-3.00000000,0.60000000,3.90000000,0.00000004
-3.00000000,0.60000000,4.00000000,0.00000007
-3.00000000,0.60000000,4.10000000,0.00000002
-3.00000000,0.60000000,4.20000000,0.00000006
-3.00000000,0.60000000,4.30000000,0.00000000
-3.00000000,0.60000000,4.40000000,0.00000006
-3.00000000,0.60000000,4.50000000,0.00000002
-3.00000000,0.60000000,4.60000000,0.00000003
-3.00000000,0.60000000,4.70000000,0.00000006
-3.00000000,0.60000000,4.80000000,0.00000002
-3.00000000,0.60000000,4.90000000,0.00000006
-3.00000000,0.60000000,5.00000000,0.00000008
-3.00000000,0.70000000,0.00000000,0.00000002
-3.00000000,0.70000000,0.10000000,-0.00000002
-3.00000000,0.70000000,0.20000000,0.00000004
-3.00000000,0.70000000,0.30000000,0.00000006
-3.00000000,0.70000000,0.40000000,0.00000001
-3.00000000,0.70000000,0.50000000,0.00000002
-3.00000000,0.70000000,0.60000000,0.00000001
-3.00000000,0.70000000,0.70000000,0.00000003
-3.00000000,0.70000000,0.80000000,0.00000001
-3.00000000,0.70000000,0.90000000,0.00000001
-3.00000000,0.70000000,1.00000000,-0.00000001
-3.00000000,0.70000000,1.10000000,0.00000002
-3.00000000,0.70000000,1.20000000,0.00000002
-3.00000000,0.70000000,1.30000000,0.00000002
-3.00000000,0.70000000,1.40000000,0.00000004
-3.00000000,0.70000000,1.50000000,-0.00000004
-3.00000000,0.70000000,1.60000000,0.00000003
-3.00000000,0.70000000,1.70000000,-0.00000000
-3.00000000,0.70000000,1.80000000,-0.00000001
-3.00000000,0.70000000,1.90000000,-0.00000003
-3.00000000,0.70000000,2.00000000,-0.00000003
-3.00000000,0.70000000,2.10000000,0.00000008
-3.00000000,0.70000000,2.20000000,-0.00000002
-3.00000000,0.70000000,2.30000000,0.00000007
-3.00000000,0.70000000,2.40000000,-0.00000001
-3.00000000,0.70000000,2.50000000,0.00000010
-3.00000000,0.70000000,2.60000000,0.00000008
-3.00000000,0.70000000,2.70000000,-0.00000000
-3.00000000,0.70000000,2.80000000,0.00000001
-3.00000000,0.70000000,2.90000000,0.00000006
-3.00000000,0.70000000,3.00000000,0.00000005
-3.00000000,0.70000000,3.10000000,-0.00000003
-3.00000000,0.70000000,3.20000000,0.00000005
-3.00000000,0.70000000,3.30000000,0.00000001
-3.00000000,0.70000000,3.40000000,0.00000004
-3.00000000,0.70000000,3.50000000,0.00000006
-3.00000000,0.70000000,3.60000000,0.00000000
-3.00000000,0.70000000,3.70000000,0.00000005
-3.00000000,0.70000000,3.80000000,0.00000002
-3.00000000,0.70000000,3.90000000,-0.00000006
-3.00000000,0.70000000,4.00000000,0.00000005
-3.00000000,0.70000000,4.10000000,0.00000003
-3.00000000,0.70000000,4.20000000,-0.00000001
-3.00000000,0.70000000,4.30000000,-0.00000000
-3.00000000,0.70000000,4.40000000,0.00000000
-3.00000000,0.70000000,4.50000000,0.00000003
-3.00000000,0.70000000,4.60000000,0.00000005
-3.00000000,0.70000000,4.70000000,0.00000001
-3.00000000,0.70000000,4.80000000,0.00000002
-3.00000000,0.70000000,4.90000000,0.00000002
-3.00000000,0.70000000,5.00000000,0.00000009
-3.00000000,0.80000000,0.00000000,0.00000002
-3.00000000,0.80000000,0.10000000,0.00000005
-3.00000000,0.80000000,0.20000000,-0.00000001
-3.00000000,0.80000000,0.30000000,0.00000005
-3.00000000,0.80000000,0.40000000,-0.00000000
-3.00000000,0.80000000,0.50000000,0.00000005
-3.00000000,0.80000000,0.60000000,0.00000003
-3.00000000,0.80000000,0.70000000,0.00000000
-3.00000000,0.80000000,0.80000000,0.00000002
-3.00000000,0.80000000,0.90000000,0.00000008
-3.00000000,0.80000000,1.00000000,0.00000003
-3.00000000,0.80000000,1.10000000,0.00000005
-3.00000000,0.80000000,1.20000000,0.00000000
-3.00000000,0.80000000,1.30000000,0.00000004
-3.00000000,0.80000000,1.40000000,0.00000004
-3.00000000,0.80000000,1.50000000,-0.00000003
-3.00000000,0.80000000,1.60000000,0.00000002
-3.00000000,0.80000000,1.70000000,0.00000001
-3.00000000,0.80000000,1.80000000,0.00000005
-3.00000000,0.80000000,1.90000000,0.00000005
-3.00000000,0.80000000,2.00000000,0.00000005
-3.00000000,0.80000000,2.10000000,0.00000002
-3.00000000,0.80000000,2.20000000,0.00000003
-3.00000000,0.80000000,2.30000000,-0.00000004
-3.00000000,0.80000000,2.40000000,0.00000002
-3.00000000,0.80000000,2.50000000,-0.00000001
-3.00000000,0.80000000,2.60000000,0.00000002
-3.00000000,0.80000000,2.70000000,0.00000004
-3.00000000,0.80000000,2.80000000,-0.00000000
-3.00000000,0.80000000,2.90000000,0.00000002
-3.00000000,0.80000000,3.00000000,0.00000003
-3.00000000,0.80000000,3.10000000,0.00000000
-3.00000000,0.80000000,3.20000000,0.00000003
-3.00000000,0.80000000,3.30000000,-0.00000004
-3.00000000,0.80000000,3.40000000,-0.00000001
-3.00000000,0.80000000,3.50000000,0.00000007
-3.00000000,0.80000000,3.60000000,0.00000000
-3.00000000,0.80000000,3.70000000,0.00000002
-3.00000000,0.80000000,3.80000000,0.00000003
-3.00000000,0.80000000,3.90000000,0.00000003
-3.00000000,0.80000000,4.00000000,0.00000010
-3.00000000,0.80000000,4.10000000,-0.00000005
-3.00000000,0.80000000,4.20000000,-0.00000001
-3.00000000,0.80000000,4.30000000,0.00000006
-3.00000000,0.80000000,4.40000000,0.00000004
-3.00000000,0.80000000,4.50000000,0.00000002
-3.00000000,0.80000000,4.60000000,0.00000006
-3.00000000,0.80000000,4.70000000,-0.00000004
-3.00000000,0.80000000,4.80000000,0.00000001
-3.00000000,0.80000000,4.90000000,0.00000001
-3.00000000,0.80000000,5.00000000,0.00000004
-3.00000000,0.90000000,0.00000000,0.00000005
-3.00000000,0.90000000,0.10000000,0.00000010
-3.00000000,0.90000000,0.20000000,0.00000007
-3.00000000,0.90000000,0.30000000,0.00000002
-3.00000000,0.90000000,0.40000000,0.00000005
-3.00000000,0.90000000,0.50000000,0.00000004
-3.00000000,0.90000000,0.60000000,0.00000004
-3.00000000,0.90000000,0.70000000,0.00000012
-3.00000000,0.90000000,0.80000000,0.00000005
-3.00000000,0.90000000,0.90000000,0.00000010
-3.00000000,0.90000000,1.00000000,0.00000004
-3.00000000,0.90000000,1.10000000,0.00000004
-3.00000000,0.90000000,1.20000000,0.00000012
-3.00000000,0.90000000,1.30000000,0.00000009
-3.00000000,0.90000000,1.40000000,0.00000006
-3.00000000,0.90000000,1.50000000,0.00000005
-3.00000000,0.90000000,1.60000000,0.00000007
-3.00000000,0.90000000,1.70000000,0.00000012
-3.00000000,0.90000000,1.80000000,0.00000012
-3.00000000,0.90000000,1.90000000,0.00000009
-3.00000000,0.90000000,2.00000000,0.00000003
-3.00000000,0.90000000,2.10000000,0.00000007
-3.00000000,0.90000000,2.20000000,0.00000005
-3.00000000,0.90000000,2.30000000,0.00000010
-3.00000000,0.90000000,2.40000000,0.00000005
-3.00000000,0.90000000,2.50000000,0.00000009
-3.00000000,0.90000000,2.60000000,0.00000003
-3.00000000,0.90000000,2.70000000,0.00000010
-3.00000000,0.90000000,2.80000000,0.00000010
-3.00000000,0.90000000,2.90000000,0.00000009
-3.00000000,0.90000000,3.00000000,0.00000012
-3.00000000,0.90000000,3.10000000,0.00000008
-3.00000000,0.90000000,3.20000000,0.00000013
-3.00000000,0.90000000,3.30000000,0.00000002
-3.00000000,0.90000000,3.40000000,0.00000002
-3.00000000,0.90000000,3.50000000,0.00000008
-3.00000000,0.90000000,3.60000000,0.00000012
-3.00000000,0.90000000,3.70000000,0.00000009
-3.00000000,0.90000000,3.80000000,0.00000005
-3.00000000,0.90000000,3.90000000,0.00000003
-3.00000000,0.90000000,4.00000000,0.00000004
-3.00000000,0.90000000,4.10000000,0.00000011
-3.00000000,0.90000000,4.20000000,0.00000006
-3.00000000,0.90000000,4.30000000,0.00000011
-3.00000000,0.90000000,4.40000000,0.00000006
-3.00000000,0.90000000,4.50000000,0.00000008
-3.00000000,0.90000000,4.60000000,0.00000005
-3.00000000,0.90000000,4.70000000,0.00000003
-3.00000000,0.90000000,4.80000000,0.00000008
-3.00000000,0.90000000,4.90000000,0.00000011
-3.00000000,0.90000000,5.00000000,0.00000014
-3.00000000,1.00000000,0.00000000,0.00000000
-3.00000000,1.00000000,0.10000000,0.00000063
-3.00000000,1.00000000,0.20000000,0.00000069
-3.00000000,1.00000000,0.30000000,0.00000062
-3.00000000,1.00000000,0.40000000,0.00000070
-3.00000000,1.00000000,0.50000000,0.00000070
-3.00000000,1.00000000,0.60000000,0.00000076
-3.00000000,1.00000000,0.70000000,0.00000083
-3.00000000,1.00000000,0.80000000,0.00000076
-3.00000000,1.00000000,0.90000000,0.00000076
-3.00000000,1.00000000,1.00000000,0.00000078
-3.00000000,1.00000000,1.10000000,0.00000080
-3.00000000,1.00000000,1.20000000,0.00000078
-3.00000000,1.00000000,1.30000000,0.00000079
-3.00000000,1.00000000,1.40000000,0.00000083
-3.00000000,1.00000000,1.50000000,0.00000084
-3.00000000,1.00000000,1.60000000,0.00000085
-3.00000000,1.00000000,1.70000000,0.00000089
-3.00000000,1.00000000,1.80000000,0.00000079
-3.00000000,1.00000000,1.90000000,0.00000091
-3.00000000,1.00000000,2.00000000,0.00000090
-3.00000000,1.00000000,2.10000000,0.00000095
-3.00000000,1.00000000,2.20000000,0.00000093
-3.00000000,1.00000000,2.30000000,0.00000097
-3.00000000,1.00000000,2.40000000,0.00000092
-3.00000000,1.00000000,2.50000000,0.00000097
-3.00000000,1.00000000,2.60000000,0.00000095
-3.00000000,1.00000000,2.70000000,0.00000103
-3.00000000,1.00000000,2.80000000,0.00000099
-3.00000000,1.00000000,2.90000000,0.00000104
-3.00000000,1.00000000,3.00000000,0.00000100
-3.00000000,1.00000000,3.10000000,0.00000105
-3.00000000,1.00000000,3.20000000,0.00000102
-3.00000000,1.00000000,3.30000000,0.00000101
-3.00000000,1.00000000,3.40000000,0.00000103
-3.00000000,1.00000000,3.50000000,0.00000107
-3.00000000,1.00000000,3.60000000,0.00000106
-3.00000000,1.00000000,3.70000000,0.00000110
-3.00000000,1.00000000,3.80000000,0.00000101
-3.00000000,1.00000000,3.90000000,0.00000110
-3.00000000,1.00000000,4.00000000,0.00000111
-3.00000000,1.00000000,4.10000000,0.00000116
-3.00000000,1.00000000,4.20000000,0.00000117
